,Total Generation,Total Generation Cost,Total Generation GHG Cost,Beaver Generation,Beaver Generation Cost,Beaver Generation GHG Cost,Beaver Generation Cost per MWh,Otter Generation,Otter Generation Cost,Otter Generation GHG Cost,Otter Generation Cost per MWh,Sea Lion Generation,Sea Lion Generation Cost,Sea Lion Generation GHG Cost,Sea Lion Generation Cost per MWh,Platypus Generation,Platypus Generation Cost,Platypus Generation GHG Cost,Platypus Generation Cost per MWh,Carty Generation,Carty Generation Cost,Carty Generation GHG Cost,Carty Generation Cost per MWh,Hoover Generation,Hoover Generation Cost,Hoover Generation GHG Cost,Hoover Generation Cost per MWh,Peaker Generation,Peaker Generation Cost,Peaker Generation GHG Cost,Peaker Generation Cost per MWh,Trusty Generation,Trusty Generation Cost,Trusty Generation GHG Cost,Trusty Generation Cost per MWh,Tetchy Generation,Tetchy Generation Cost,Tetchy Generation GHG Cost,Tetchy Generation Cost per MWh
2015-08-11 14:00:00,1012.79259,20389.5662215,4001.6068731000005,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,242.79259,7004.5662215,1478.6068731,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-11 15:00:00,1097.238428,22888.1655347,4537.14990558,24.445838,767.5993132,170.14303248,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,302.79259,8735.566221500001,1844.0068731000003,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-11 16:00:00,1037.91132,21114.241582000002,4154.5799388000005,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,267.91132,7729.241582,1631.5799388,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-11 17:00:00,1034.31406,21010.460631,4132.6726254000005,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,264.31406,7625.460631,1609.6726254,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-11 18:00:00,945.8444300000001,18486.581435500004,3593.8925787000007,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,204.31406,5894.460631000001,1244.2726254000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,171.53037,4777.1208045,1044.6199533000001,27.85,120.0,240.0,0.0,2.0
2015-08-11 19:00:00,903.67376,17252.128276000003,3337.0731984000004,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,144.31406,4163.460631000001,878.8726254000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,189.3597,5273.667645,1153.200573,27.85,120.0,240.0,0.0,2.0
2015-08-11 20:00:00,1022.9490030000001,20806.5978412,4105.771828680001,48.634943,1527.1372102,338.49920328,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,204.31406,5894.460631000001,1244.2726254000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-11 21:00:00,1064.564474,21960.3236306,4343.215506840001,30.250414,949.8629996000001,210.54288144,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,264.31406,7625.460631,1609.6726254,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-11 22:00:00,803.8242660000001,14447.0819524,2758.4168913600006,33.824266,1062.0819524,235.41689136000002,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,0.0,0.0,0.0,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-11 23:00:00,822.13886,14937.067251,2840.5256574000005,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,100.0,2885.0,609.0000000000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,152.13886,4237.067251,926.5256574000001,27.85,120.0,240.0,0.0,2.0
2015-08-12 00:00:00,1084.6343200000001,24197.767648,5136.904867200001,104.63432,3285.5176480000005,728.2548672,31.400000000000002,50.0,2911.2499999999995,911.2499999999999,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,160.0,4616.0,974.4000000000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 01:00:00,900.6019200000001,17152.865392,3318.365692800001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,130.60192,3767.8653920000006,795.3656928000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 02:00:00,1092.123716,23303.022018800002,4717.9453356,120.0,3768.0000000000005,835.2,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,10.0,532.0,162.0,53.2,190.60192,5498.865392000001,1160.7656928000001,28.85,200.0,1000.0,0.0,5.0,1.521796,119.15662679999998,36.9796428,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 03:00:00,970.8500799999999,19179.524808000002,3746.1769872000004,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,200.85008,5794.524808,1223.1769872,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 04:00:00,969.48069,19140.0179065,3737.837402100001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,199.48069,5755.0179065,1214.8374021000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 05:00:00,1043.032446,21296.5430449,4197.557623860001,13.551756,425.5251384,94.32022176,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,259.48069,7486.0179065,1580.2374021,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 06:00:00,932.90562,18121.402207,3515.0952258000007,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,199.48069,5755.0179065,1214.8374021000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,163.42493,4551.3843005,995.2578237,27.85,120.0,240.0,0.0,2.0
2015-08-12 07:00:00,1013.84707,20419.9879695,4008.028656300001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,243.84707,7034.9879695,1485.0286563000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 08:00:00,1154.13764,24672.111867500003,4932.251023500001,80.29057,2521.1238980000003,558.8223672,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,303.84707,8765.9879695,1850.4286563,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 09:00:00,912.45219,17598.3026255,3391.7473827000003,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,248.60512,6538.314656000001,1297.7187264000002,26.300000000000004,0.0,0.0,0.0,53.2,243.84707,7034.9879695,1485.0286563000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,100.0,2785.0,609.0000000000001,27.85,120.0,240.0,0.0,2.0
2015-08-12 10:00:00,868.03128,16299.018218000001,3120.0104952,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,183.84707,5303.9879695,1119.6286563,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,114.18421,3180.0302484999997,695.3818389,27.85,120.0,240.0,0.0,2.0
2015-08-12 11:00:00,912.52791,17496.9302035,3390.9949719000006,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,142.52791,4111.9302035,867.9949719000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 12:00:00,998.785663,20052.4236477,3939.148932780001,26.257753,824.4934442000001,182.75396088,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,202.52791,5842.9302035,1233.3949719000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 13:00:00,1062.663399,21905.1845581,4331.53797534,30.135489,946.2543546,209.74300344,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,262.52791,7573.930203500001,1598.7949719000003,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 14:00:00,1024.27722,20720.897797,4071.5482698000005,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,254.27722,7335.8977970000005,1548.5482698000003,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 15:00:00,887.252,16844.745420000003,3237.0646800000004,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,194.27722,5604.8977970000005,1183.1482698000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,122.97478,3424.847623,748.9164102000001,27.85,120.0,240.0,0.0,2.0
2015-08-12 16:00:00,895.30554,17009.036509,3286.1107386000003,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,134.27722,3873.897797,817.7482698000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,191.02832,5320.138712000001,1163.3624688000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 17:00:00,979.010849,19452.533747600002,3808.6943276400007,14.733629,462.63595060000006,102.54605784,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,194.27722,5604.8977970000005,1183.1482698000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 18:00:00,898.87119,17108.339861500004,3307.8255471000007,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,134.27722,3873.897797,817.7482698000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,194.59397,5419.442064500001,1185.0772773000003,27.85,120.0,240.0,0.0,2.0
2015-08-12 19:00:00,1053.895993,21803.9272692,4329.894929880001,89.618773,2814.0294722000003,623.7466600800001,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,194.27722,5604.8977970000005,1183.1482698000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 20:00:00,946.88158,18488.033583,3600.2088222,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,176.88158,5103.033583,1077.2088222000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 21:00:00,1062.392989,21962.0918256,4351.968228840001,55.511409,1743.0582426,386.35940664,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,236.88158,6834.033583,1442.6088222000003,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-12 22:00:00,838.95441,15494.549012000001,2949.8289948,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,242.07283,6366.515429000001,1263.6201726000002,26.300000000000004,0.0,0.0,0.0,53.2,176.88158,5103.033583,1077.2088222000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,100.0,2785.0,609.0000000000001,27.85,120.0,240.0,0.0,2.0
2015-08-12 23:00:00,994.90727,19873.5747395,3892.685274300001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,224.90727,6488.574739500001,1369.6852743000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 00:00:00,1122.174765,23716.7740825,4726.2670395000005,67.267495,2112.199343,468.1817652,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,284.90727,8219.5747395,1735.0852743,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 01:00:00,1057.67852,21684.525302000002,4274.9621868,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,287.67852,8299.525302,1751.9621868000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 02:00:00,993.76623,19844.5680255,3885.7363407000003,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,227.67852,6568.525302,1386.5621868,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,196.08771,5461.0427235,1194.1741539,27.85,120.0,240.0,0.0,2.0
2015-08-13 03:00:00,1067.168268,21982.5033892,4341.010832880001,9.489748,297.97808720000006,66.04864608,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,287.67852,8299.525302,1751.9621868000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 04:00:00,1076.4887800000001,22227.201303,4389.516670200001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,306.48878,8842.201303000002,1866.5166702000004,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 05:00:00,967.23859,19124.5835115,3724.1830131,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,246.48878,7111.201303,1501.1166702,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,150.74981,4198.3822085,918.0663429000001,27.85,120.0,240.0,0.0,2.0
2015-08-13 06:00:00,984.11537,19562.2284245,3826.9626033000004,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,214.11537,6177.228424500001,1303.9626033000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 07:00:00,1008.3474699999999,20261.324509500002,3974.5360923000007,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,238.34747,6876.3245095,1451.5360923,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 08:00:00,967.2011,19074.251735,3723.954699000001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,197.2011,5689.251735,1200.9546990000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 09:00:00,876.60139,16491.0498115,3172.2024651,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,137.2011,3958.2517350000003,835.554699,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,169.40029,4717.7980765,1031.6477661000001,27.85,120.0,240.0,0.0,2.0
2015-08-13 10:00:00,959.5951,18854.818635000003,3677.634159,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,189.5951,5469.8186350000005,1154.6341590000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 11:00:00,917.72369,17646.8284565,3422.6372721000007,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,147.72369,4261.8284565,899.6372721000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 12:00:00,928.19247,17948.8527595,3486.3921423,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,158.19247,4563.8527595,963.3921423,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 13:00:00,1035.326499,21159.861270100002,4179.844984140001,47.134029,1480.0085106000001,328.05284184,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,218.19247,6294.8527595,1328.7921423,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 14:00:00,1122.918847,23757.260997300004,4737.287726220001,74.726377,2346.4082378000003,520.09558392,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,278.19247,8025.8527595000005,1694.1921423000003,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 15:00:00,1082.80025,22409.287212500003,4427.953522500001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,312.80025,9024.287212500001,1904.9535225000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 16:00:00,899.16052,17271.562313500002,3330.1541319000007,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,226.36027,5953.275101000001,1181.6006094000002,26.300000000000004,0.0,0.0,0.0,53.2,252.80025,7293.2872125,1539.5535225000003,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,100.0,2785.0,609.0000000000001,27.85,120.0,240.0,0.0,2.0
2015-08-13 17:00:00,1091.548362,22683.977929300003,4488.84038202,8.748112,274.6907168,60.88685952,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,312.80025,9024.287212500001,1904.9535225000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 18:00:00,1003.52026,20141.339491000002,3945.1383834000007,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,252.80025,7293.2872125,1539.5535225000003,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,180.72001,5033.0522785,1100.5848609000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 19:00:00,1002.7814,20100.74339,3940.638726,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,232.7814,6715.74339,1417.6387260000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 20:00:00,1119.145901,23601.588721400003,4698.3356529600005,56.364501,1769.8453314,392.29692695999995,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,292.7814,8446.743390000001,1783.0387260000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 21:00:00,973.27007,19278.8528495,3760.9147263000004,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,232.7814,6715.74339,1417.6387260000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,170.48867,4748.1094595,1038.2760003000003,27.85,120.0,240.0,0.0,2.0
2015-08-13 22:00:00,1060.25399,21758.8276115,4290.646799100001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,290.25399,8373.8276115,1767.6467991000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-13 23:00:00,887.56768,16909.1776585,3250.0242609,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,237.31369,6241.350047000001,1238.7774618,26.300000000000004,0.0,0.0,0.0,53.2,230.25399,6642.8276115,1402.2467991,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,100.0,2785.0,609.0000000000001,27.85,120.0,240.0,0.0,2.0
2015-08-14 00:00:00,1015.34413,20463.178150500004,4017.145751700001,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,245.34413,7078.178150500001,1494.1457517000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-14 01:00:00,1076.708192,22237.0096973,4392.039623220001,1.364062,42.831546800000005,9.49387152,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,305.34413,8809.1781505,1859.5457517000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-14 02:00:00,1049.0879,21436.685915000002,4222.645311,0.0,0.0,0.0,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,279.0879,8051.685915,1699.6453110000002,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
2015-08-14 03:00:00,1113.139794,23356.339531600002,4637.20296624,28.139794,883.5895316,195.85296624,31.400000000000002,0.0,0.0,0.0,58.224999999999994,250.0,6575.000000000001,1305.0000000000002,26.300000000000004,0.0,0.0,0.0,53.2,315.0,9087.75,1918.3500000000001,28.85,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5570.0,1218.0000000000002,27.85,120.0,240.0,0.0,2.0
